Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Datetime,,,,,
2024-11-04 10:55:00+05:30,1290.449951171875,1291.550048828125,1290.0,1291.3499755859375,194574
2024-11-04 11:00:00+05:30,1287.0,1290.449951171875,1286.75,1290.4000244140625,313401
2024-11-04 11:05:00+05:30,1289.050048828125,1289.6500244140625,1285.300048828125,1287.050048828125,259955
2024-11-04 11:10:00+05:30,1287.449951171875,1289.3499755859375,1285.5999755859375,1289.050048828125,225286
2024-11-04 11:15:00+05:30,1287.5999755859375,1288.800048828125,1285.300048828125,1287.6500244140625,202132
2024-11-04 11:20:00+05:30,1291.25,1292.4000244140625,1287.4000244140625,1287.4000244140625,239266
2024-11-04 11:25:00+05:30,1292.550048828125,1294.949951171875,1291.4000244140625,1291.4000244140625,212852
2024-11-04 11:30:00+05:30,1293.25,1295.75,1292.800048828125,1292.800048828125,152104
2024-11-04 11:35:00+05:30,1293.5,1294.199951171875,1291.8499755859375,1293.5,138966
2024-11-04 11:40:00+05:30,1294.5999755859375,1294.5999755859375,1292.199951171875,1293.449951171875,107851
2024-11-04 11:45:00+05:30,1290.4000244140625,1295.550048828125,1290.199951171875,1294.5999755859375,160940
2024-11-04 11:50:00+05:30,1291.5,1291.9000244140625,1290.0,1290.3499755859375,98524
2024-11-04 11:55:00+05:30,1293.050048828125,1293.3499755859375,1291.0999755859375,1291.4000244140625,87383
2024-11-04 12:00:00+05:30,1296.050048828125,1296.199951171875,1293.0999755859375,1293.199951171875,199762
2024-11-04 12:05:00+05:30,1296.050048828125,1296.949951171875,1295.25,1296.199951171875,146777
2024-11-04 12:10:00+05:30,1295.3499755859375,1296.6500244140625,1294.5,1295.5,155633
2024-11-04 12:15:00+05:30,1297.9000244140625,1298.550048828125,1295.300048828125,1295.300048828125,358065
2024-11-04 12:20:00+05:30,1296.0999755859375,1298.0,1295.0,1297.75,337601
2024-11-04 12:25:00+05:30,1295.949951171875,1296.5,1295.0,1296.050048828125,150422
2024-11-04 12:30:00+05:30,1297.8499755859375,1297.8499755859375,1295.800048828125,1295.8499755859375,171173
2024-11-04 12:35:00+05:30,1298.300048828125,1298.5,1297.8499755859375,1297.8499755859375,157419
2024-11-04 12:40:00+05:30,1297.75,1298.699951171875,1297.199951171875,1298.25,203340
2024-11-04 12:45:00+05:30,1296.25,1298.699951171875,1296.0,1297.800048828125,191024
2024-11-04 12:50:00+05:30,1295.5999755859375,1296.5,1294.0,1296.25,257585
2024-11-04 12:55:00+05:30,1296.550048828125,1297.75,1295.5999755859375,1295.5999755859375,128577
2024-11-04 13:00:00+05:30,1297.3499755859375,1298.5,1296.0,1296.699951171875,143167
2024-11-04 13:05:00+05:30,1295.75,1297.5,1294.4000244140625,1297.1500244140625,122733
2024-11-04 13:10:00+05:30,1294.199951171875,1296.0,1294.0,1295.4000244140625,178798
2024-11-04 13:15:00+05:30,1292.050048828125,1295.449951171875,1292.0,1294.1500244140625,153879
2024-11-04 13:20:00+05:30,1290.699951171875,1292.050048828125,1290.25,1292.050048828125,150817
2024-11-04 13:25:00+05:30,1290.6500244140625,1291.5999755859375,1290.0,1290.550048828125,124629
2024-11-04 13:30:00+05:30,1291.300048828125,1292.0999755859375,1290.5,1290.5,98720
2024-11-04 13:35:00+05:30,1291.199951171875,1292.4000244140625,1290.5999755859375,1291.4000244140625,88750
2024-11-04 13:40:00+05:30,1292.6500244140625,1293.0,1290.9000244140625,1291.199951171875,137727
2024-11-04 13:45:00+05:30,1292.1500244140625,1293.0,1291.3499755859375,1292.5999755859375,106815
2024-11-04 13:50:00+05:30,1292.449951171875,1295.050048828125,1292.1500244140625,1292.1500244140625,100364
2024-11-04 13:55:00+05:30,1293.3499755859375,1293.3499755859375,1291.5,1292.5,90504
2024-11-04 14:00:00+05:30,1294.6500244140625,1294.800048828125,1293.3499755859375,1293.4000244140625,78133
2024-11-04 14:05:00+05:30,1295.8499755859375,1296.0,1293.0999755859375,1294.75,132812
2024-11-04 14:10:00+05:30,1295.9000244140625,1296.4000244140625,1295.050048828125,1295.75,149365
2024-11-04 14:15:00+05:30,1296.050048828125,1297.0,1295.449951171875,1295.75,124368
2024-11-04 14:20:00+05:30,1294.550048828125,1296.199951171875,1294.1500244140625,1296.050048828125,143904
2024-11-04 14:25:00+05:30,1295.0,1295.800048828125,1293.75,1294.800048828125,75727
2024-11-04 14:30:00+05:30,1296.050048828125,1297.199951171875,1294.949951171875,1294.949951171875,130269
2024-11-04 14:35:00+05:30,1299.3499755859375,1299.4000244140625,1296.1500244140625,1296.199951171875,228549
2024-11-04 14:40:00+05:30,1297.6500244140625,1299.449951171875,1296.75,1299.4000244140625,175328
2024-11-04 14:45:00+05:30,1303.0,1306.3499755859375,1297.5999755859375,1297.5999755859375,460883
2024-11-04 14:50:00+05:30,1303.949951171875,1304.0999755859375,1301.9000244140625,1303.0,220787
2024-11-04 14:55:00+05:30,1306.0999755859375,1307.300048828125,1303.550048828125,1303.9000244140625,258827
2024-11-04 15:00:00+05:30,1307.0,1308.199951171875,1304.5999755859375,1306.3499755859375,507067
2024-11-04 15:05:00+05:30,1305.75,1307.4000244140625,1304.0999755859375,1306.5999755859375,400243
2024-11-04 15:10:00+05:30,1300.699951171875,1305.75,1300.699951171875,1305.699951171875,420969
2024-11-04 15:15:00+05:30,1300.0,1301.0999755859375,1299.75,1300.800048828125,611764
2024-11-04 15:20:00+05:30,1299.0999755859375,1300.0,1298.0,1300.0,449889
2024-11-04 15:25:00+05:30,1298.8499755859375,1301.199951171875,1297.449951171875,1299.0999755859375,516196
2024-11-05 09:15:00+05:30,1295.699951171875,1296.25,1286.4000244140625,1295.6500244140625,0
2024-11-05 09:20:00+05:30,1296.0999755859375,1296.449951171875,1292.4000244140625,1295.199951171875,458048
2024-11-05 09:25:00+05:30,1292.3499755859375,1298.6500244140625,1291.949951171875,1296.0999755859375,408246
2024-11-05 09:30:00+05:30,1291.75,1294.5999755859375,1291.0999755859375,1293.0,201175
2024-11-05 09:35:00+05:30,1292.300048828125,1293.300048828125,1290.0999755859375,1291.5999755859375,170345
2024-11-05 09:40:00+05:30,1293.300048828125,1293.3499755859375,1290.699951171875,1292.300048828125,194509
2024-11-05 09:45:00+05:30,1294.300048828125,1294.699951171875,1292.550048828125,1293.300048828125,211716
2024-11-05 09:50:00+05:30,1296.5999755859375,1297.75,1293.0,1294.25,190373
2024-11-05 09:55:00+05:30,1298.5,1299.4000244140625,1296.300048828125,1296.6500244140625,249061
2024-11-05 10:00:00+05:30,1298.3499755859375,1298.8499755859375,1296.5999755859375,1298.5,129506
2024-11-05 10:05:00+05:30,1297.699951171875,1299.1500244140625,1296.5999755859375,1298.199951171875,137272
2024-11-05 10:10:00+05:30,1299.5,1301.1500244140625,1296.5999755859375,1297.800048828125,190983
2024-11-05 10:15:00+05:30,1297.5999755859375,1300.0,1297.4000244140625,1299.550048828125,113157
2024-11-05 10:20:00+05:30,1299.449951171875,1299.550048828125,1297.699951171875,1297.8499755859375,93870
2024-11-05 10:25:00+05:30,1301.8499755859375,1302.800048828125,1299.050048828125,1299.5,264906
2024-11-05 10:30:00+05:30,1300.300048828125,1303.0,1299.5999755859375,1301.75,150279
2024-11-05 10:35:00+05:30,1301.5999755859375,1302.5999755859375,1299.25,1300.6500244140625,204450
2024-11-05 10:40:00+05:30,1303.5,1304.5999755859375,1301.449951171875,1301.6500244140625,128765
2024-11-05 10:45:00+05:30,1303.949951171875,1304.800048828125,1303.1500244140625,1303.949951171875,112945
2024-11-05 10:50:00+05:30,1303.5,1305.3499755859375,1302.800048828125,1304.0,159407
2024-11-05 10:55:00+05:30,1302.3499755859375,1303.8499755859375,1302.0,1303.5,127900
2024-11-05 11:00:00+05:30,1299.9000244140625,1302.3499755859375,1299.75,1302.3499755859375,165848
2024-11-05 11:05:00+05:30,1299.0,1301.0,1298.5,1299.9000244140625,136578
2024-11-05 11:10:00+05:30,1297.5999755859375,1299.4000244140625,1297.0999755859375,1299.1500244140625,90745
2024-11-05 11:15:00+05:30,1298.5999755859375,1298.800048828125,1296.8499755859375,1297.6500244140625,103855
2024-11-05 11:20:00+05:30,1296.550048828125,1298.5999755859375,1295.1500244140625,1298.5,77058
2024-11-05 11:25:00+05:30,1296.9000244140625,1297.699951171875,1295.6500244140625,1296.25,110397
2024-11-05 11:30:00+05:30,1296.0,1297.300048828125,1295.699951171875,1296.800048828125,66439
2024-11-05 11:35:00+05:30,1295.5,1297.199951171875,1295.1500244140625,1296.0,87555
2024-11-05 11:40:00+05:30,1293.9000244140625,1296.3499755859375,1292.9000244140625,1295.5,238406
2024-11-05 11:45:00+05:30,1291.75,1294.0,1290.5,1293.800048828125,235166
2024-11-05 11:50:00+05:30,1290.4000244140625,1291.949951171875,1289.0,1291.75,299250
2024-11-05 11:55:00+05:30,1289.449951171875,1290.5999755859375,1287.6500244140625,1290.4000244140625,161039
2024-11-05 12:00:00+05:30,1290.5,1290.5,1288.5999755859375,1289.449951171875,99371
2024-11-05 12:05:00+05:30,1291.5999755859375,1292.0,1289.9000244140625,1290.550048828125,106146
2024-11-05 12:10:00+05:30,1291.0,1292.300048828125,1290.25,1291.5999755859375,102259
2024-11-05 12:15:00+05:30,1292.5,1292.5999755859375,1291.0,1291.0,100657
2024-11-05 12:20:00+05:30,1291.0,1292.949951171875,1291.0,1292.5,71489
2024-11-05 12:25:00+05:30,1293.449951171875,1293.699951171875,1291.0,1291.199951171875,91754
2024-11-05 12:30:00+05:30,1292.1500244140625,1294.0,1290.0999755859375,1293.449951171875,241416
2024-11-05 12:35:00+05:30,1293.3499755859375,1293.9000244140625,1291.699951171875,1292.1500244140625,269981
2024-11-05 12:40:00+05:30,1291.300048828125,1293.5999755859375,1291.1500244140625,1293.3499755859375,66661
2024-11-05 12:45:00+05:30,1292.949951171875,1293.199951171875,1291.449951171875,1291.5,87846
2024-11-05 12:50:00+05:30,1293.300048828125,1293.699951171875,1292.050048828125,1292.8499755859375,64676
2024-11-05 12:55:00+05:30,1292.949951171875,1293.5999755859375,1292.550048828125,1293.300048828125,76110
2024-11-05 13:00:00+05:30,1292.699951171875,1294.050048828125,1291.550048828125,1292.949951171875,141040
2024-11-05 13:05:00+05:30,1290.949951171875,1292.800048828125,1290.0,1292.699951171875,200846
2024-11-05 13:10:00+05:30,1291.050048828125,1291.800048828125,1290.449951171875,1290.949951171875,63204
2024-11-05 13:15:00+05:30,1291.3499755859375,1291.800048828125,1290.3499755859375,1291.0,49679
2024-11-05 13:20:00+05:30,1293.5999755859375,1293.5999755859375,1290.550048828125,1291.3499755859375,85781
2024-11-05 13:25:00+05:30,1295.050048828125,1295.050048828125,1292.449951171875,1293.550048828125,147442
2024-11-05 13:30:00+05:30,1296.0,1297.5,1294.949951171875,1294.949951171875,266028
2024-11-05 13:35:00+05:30,1296.0,1297.699951171875,1295.0999755859375,1296.0,148910
2024-11-05 13:40:00+05:30,1299.6500244140625,1299.9000244140625,1296.0,1296.0,408035
2024-11-05 13:45:00+05:30,1298.1500244140625,1299.9000244140625,1297.5,1299.699951171875,121374
2024-11-05 13:50:00+05:30,1299.5999755859375,1301.0,1297.550048828125,1298.1500244140625,174569
2024-11-05 13:55:00+05:30,1299.800048828125,1300.5,1299.0999755859375,1299.949951171875,260927
2024-11-05 14:00:00+05:30,1301.699951171875,1301.800048828125,1298.5,1299.800048828125,112946
2024-11-05 14:05:00+05:30,1299.5999755859375,1301.8499755859375,1299.25,1301.25,350929
2024-11-05 14:10:00+05:30,1300.199951171875,1300.5,1299.0,1299.9000244140625,99048
2024-11-05 14:15:00+05:30,1302.6500244140625,1303.0,1299.449951171875,1300.199951171875,116255
2024-11-05 14:20:00+05:30,1302.5,1303.949951171875,1301.800048828125,1303.0,161213
2024-11-05 14:25:00+05:30,1302.550048828125,1304.0,1302.300048828125,1302.5,151422
2024-11-05 14:30:00+05:30,1302.5999755859375,1303.0,1301.199951171875,1302.449951171875,138937
2024-11-05 14:35:00+05:30,1303.75,1303.949951171875,1300.800048828125,1302.449951171875,179986
2024-11-05 14:40:00+05:30,1303.199951171875,1305.449951171875,1302.699951171875,1303.5999755859375,496155
2024-11-05 14:45:00+05:30,1301.8499755859375,1303.25,1301.0999755859375,1303.199951171875,124790
2024-11-05 14:50:00+05:30,1301.300048828125,1301.9000244140625,1300.050048828125,1301.800048828125,114621
2024-11-05 14:55:00+05:30,1300.300048828125,1301.3499755859375,1299.8499755859375,1301.300048828125,265154
2024-11-05 15:00:00+05:30,1301.1500244140625,1301.6500244140625,1299.449951171875,1300.1500244140625,311837
2024-11-05 15:05:00+05:30,1304.9000244140625,1304.949951171875,1301.0999755859375,1301.1500244140625,518080
2024-11-05 15:10:00+05:30,1304.449951171875,1305.0,1303.050048828125,1304.949951171875,351237
2024-11-05 15:15:00+05:30,1307.1500244140625,1309.449951171875,1304.449951171875,1304.5,640344
2024-11-05 15:20:00+05:30,1307.0999755859375,1308.8499755859375,1305.550048828125,1307.1500244140625,512446
2024-11-05 15:25:00+05:30,1307.0999755859375,1308.75,1306.4000244140625,1307.0999755859375,518841
2024-11-06 09:15:00+05:30,1307.050048828125,1313.4000244140625,1304.199951171875,1312.9000244140625,0
2024-11-06 09:20:00+05:30,1307.6500244140625,1308.0,1301.300048828125,1307.199951171875,603004
2024-11-06 09:25:00+05:30,1309.9000244140625,1310.0,1306.0999755859375,1307.9000244140625,568981
2024-11-06 09:30:00+05:30,1308.199951171875,1310.5,1307.550048828125,1310.0,343723
2024-11-06 09:35:00+05:30,1307.4000244140625,1308.949951171875,1305.5999755859375,1308.800048828125,184718
2024-11-06 09:40:00+05:30,1306.800048828125,1308.0999755859375,1305.0,1307.5,137675
2024-11-06 09:45:00+05:30,1309.6500244140625,1310.0,1306.8499755859375,1306.8499755859375,180840
2024-11-06 09:50:00+05:30,1306.9000244140625,1309.75,1306.449951171875,1309.449951171875,280605
2024-11-06 09:55:00+05:30,1305.9000244140625,1307.5,1305.550048828125,1306.800048828125,195601
2024-11-06 10:00:00+05:30,1307.300048828125,1307.5,1305.449951171875,1305.9000244140625,140297
2024-11-06 10:05:00+05:30,1307.949951171875,1308.4000244140625,1307.199951171875,1307.300048828125,131934
2024-11-06 10:10:00+05:30,1308.75,1309.5,1307.0999755859375,1307.949951171875,259445
2024-11-06 10:15:00+05:30,1308.699951171875,1310.550048828125,1307.75,1308.949951171875,239645
2024-11-06 10:20:00+05:30,1307.8499755859375,1309.25,1307.5999755859375,1308.949951171875,102655
2024-11-06 10:25:00+05:30,1306.0,1308.050048828125,1305.199951171875,1307.6500244140625,138900
2024-11-06 10:30:00+05:30,1302.75,1306.0,1302.050048828125,1305.9000244140625,286906
2024-11-06 10:35:00+05:30,1304.3499755859375,1304.3499755859375,1302.300048828125,1302.5,93856
2024-11-06 10:40:00+05:30,1300.9000244140625,1304.699951171875,1300.800048828125,1304.3499755859375,176481
2024-11-06 10:45:00+05:30,1301.4000244140625,1302.0,1300.300048828125,1300.800048828125,141466
2024-11-06 10:50:00+05:30,1304.800048828125,1305.949951171875,1301.0,1301.0999755859375,179757
2024-11-06 10:55:00+05:30,1305.25,1306.5,1304.25,1304.9000244140625,150936
2024-11-06 11:00:00+05:30,1304.449951171875,1306.5,1303.5999755859375,1305.300048828125,114271
2024-11-06 11:05:00+05:30,1303.949951171875,1304.4000244140625,1303.0,1304.0,72637
2024-11-06 11:10:00+05:30,1305.3499755859375,1306.5,1303.949951171875,1303.949951171875,115179
2024-11-06 11:15:00+05:30,1305.5,1306.0,1304.4000244140625,1305.0999755859375,351266
2024-11-06 11:20:00+05:30,1306.1500244140625,1306.5,1305.0,1305.25,62694
2024-11-06 11:25:00+05:30,1304.550048828125,1306.449951171875,1304.550048828125,1306.1500244140625,97748
2024-11-06 11:30:00+05:30,1304.300048828125,1304.75,1303.6500244140625,1304.699951171875,77971
2024-11-06 11:35:00+05:30,1304.0999755859375,1304.9000244140625,1303.3499755859375,1304.5999755859375,79320
2024-11-06 11:40:00+05:30,1304.199951171875,1304.5,1303.199951171875,1304.1500244140625,57839
2024-11-06 11:45:00+05:30,1305.8499755859375,1306.6500244140625,1303.050048828125,1304.199951171875,368874
2024-11-06 11:50:00+05:30,1309.449951171875,1309.449951171875,1305.3499755859375,1305.9000244140625,426280
2024-11-06 11:55:00+05:30,1309.800048828125,1310.449951171875,1308.300048828125,1309.5,376617
2024-11-06 12:00:00+05:30,1309.8499755859375,1310.5,1308.300048828125,1309.9000244140625,212872
2024-11-06 12:05:00+05:30,1308.1500244140625,1310.199951171875,1308.0,1309.9000244140625,149403
2024-11-06 12:10:00+05:30,1308.449951171875,1308.949951171875,1307.1500244140625,1308.1500244140625,67344
2024-11-06 12:15:00+05:30,1308.449951171875,1308.949951171875,1307.300048828125,1308.449951171875,102247
2024-11-06 12:20:00+05:30,1309.4000244140625,1310.0,1308.0,1308.550048828125,140728
2024-11-06 12:25:00+05:30,1310.699951171875,1311.300048828125,1309.5,1309.5999755859375,199940
2024-11-06 12:30:00+05:30,1313.0,1313.050048828125,1310.699951171875,1310.699951171875,200503
2024-11-06 12:35:00+05:30,1319.0,1319.199951171875,1312.75,1313.050048828125,573911
2024-11-06 12:40:00+05:30,1317.5,1319.5999755859375,1317.1500244140625,1319.0,466915
2024-11-06 12:45:00+05:30,1315.199951171875,1318.199951171875,1315.0,1317.550048828125,406498
2024-11-06 12:50:00+05:30,1312.75,1315.1500244140625,1311.949951171875,1315.1500244140625,230721
2024-11-06 12:55:00+05:30,1313.4000244140625,1314.699951171875,1312.5999755859375,1312.5999755859375,135996
2024-11-06 13:00:00+05:30,1313.050048828125,1313.9000244140625,1312.1500244140625,1313.449951171875,174787
2024-11-06 13:05:00+05:30,1314.75,1314.949951171875,1313.050048828125,1313.0999755859375,147460
2024-11-06 13:10:00+05:30,1316.0999755859375,1317.0,1314.9000244140625,1314.9000244140625,146469
2024-11-06 13:15:00+05:30,1313.800048828125,1316.699951171875,1313.5999755859375,1316.0999755859375,136351
2024-11-06 13:20:00+05:30,1314.5999755859375,1314.949951171875,1312.8499755859375,1314.050048828125,131386
2024-11-06 13:25:00+05:30,1315.550048828125,1315.8499755859375,1313.1500244140625,1314.5,126052
2024-11-06 13:30:00+05:30,1317.800048828125,1318.199951171875,1315.1500244140625,1315.1500244140625,267962
2024-11-06 13:35:00+05:30,1318.8499755859375,1319.0,1317.5,1317.800048828125,234399
2024-11-06 13:40:00+05:30,1317.550048828125,1319.0,1315.550048828125,1319.0,177224
2024-11-06 13:45:00+05:30,1317.300048828125,1318.949951171875,1317.199951171875,1317.550048828125,125012
2024-11-06 13:50:00+05:30,1319.949951171875,1320.550048828125,1317.050048828125,1317.300048828125,275363
2024-11-06 13:55:00+05:30,1320.0999755859375,1320.699951171875,1319.9000244140625,1319.949951171875,439489
2024-11-06 14:00:00+05:30,1317.3499755859375,1320.0999755859375,1317.25,1320.0,232890
2024-11-06 14:05:00+05:30,1318.4000244140625,1318.75,1317.0,1317.0,80518
2024-11-06 14:10:00+05:30,1316.6500244140625,1318.800048828125,1316.5999755859375,1318.4000244140625,83775
2024-11-06 14:15:00+05:30,1320.25,1320.4000244140625,1316.5999755859375,1316.6500244140625,647211
2024-11-06 14:20:00+05:30,1325.0,1325.800048828125,1320.0999755859375,1320.300048828125,801535
2024-11-06 14:25:00+05:30,1324.300048828125,1325.0999755859375,1323.199951171875,1325.0999755859375,416433
2024-11-06 14:30:00+05:30,1325.050048828125,1325.1500244140625,1324.199951171875,1324.6500244140625,472470
2024-11-06 14:35:00+05:30,1325.0,1325.199951171875,1323.25,1325.050048828125,640166
2024-11-06 14:40:00+05:30,1325.0,1325.050048828125,1321.1500244140625,1325.0,781330
2024-11-06 14:45:00+05:30,1325.050048828125,1325.25,1322.800048828125,1325.050048828125,560756
2024-11-06 14:50:00+05:30,1326.8499755859375,1327.199951171875,1324.0,1325.0,447567
2024-11-06 14:55:00+05:30,1325.050048828125,1326.8499755859375,1324.25,1326.8499755859375,284907
2024-11-06 15:00:00+05:30,1326.25,1328.0,1325.0,1325.050048828125,483168
2024-11-06 15:05:00+05:30,1325.050048828125,1326.300048828125,1324.4000244140625,1326.199951171875,435383
2024-11-06 15:10:00+05:30,1325.0999755859375,1325.5,1324.1500244140625,1325.0999755859375,658039
2024-11-06 15:15:00+05:30,1325.5,1325.800048828125,1325.0,1325.0999755859375,494345
2024-11-06 15:20:00+05:30,1325.5,1325.949951171875,1324.949951171875,1325.5,599855
2024-11-06 15:25:00+05:30,1326.0,1326.199951171875,1324.800048828125,1325.449951171875,408172
2024-11-07 09:15:00+05:30,1316.800048828125,1318.949951171875,1315.550048828125,1318.949951171875,0
2024-11-07 09:20:00+05:30,1314.550048828125,1319.25,1314.550048828125,1316.9000244140625,276399
2024-11-07 09:25:00+05:30,1315.0999755859375,1315.800048828125,1312.5999755859375,1314.550048828125,214286
2024-11-07 09:30:00+05:30,1314.550048828125,1315.25,1314.0,1315.0,158412
2024-11-07 09:35:00+05:30,1314.1500244140625,1315.6500244140625,1314.0,1314.550048828125,169641
2024-11-07 09:40:00+05:30,1317.050048828125,1317.5999755859375,1314.0,1314.050048828125,164355
2024-11-07 09:45:00+05:30,1318.949951171875,1319.5,1316.300048828125,1317.25,147687
2024-11-07 09:50:00+05:30,1318.0,1319.4000244140625,1317.9000244140625,1318.6500244140625,103879
2024-11-07 09:55:00+05:30,1314.0999755859375,1319.0,1314.0,1318.199951171875,137872
2024-11-07 10:00:00+05:30,1310.4000244140625,1314.300048828125,1309.4000244140625,1314.0999755859375,346432
2024-11-07 10:05:00+05:30,1309.5999755859375,1311.0,1308.800048828125,1310.300048828125,160869
2024-11-07 10:10:00+05:30,1309.1500244140625,1310.0999755859375,1307.5,1309.5999755859375,177737
2024-11-07 10:15:00+05:30,1309.25,1310.0,1308.25,1309.050048828125,135283
2024-11-07 10:20:00+05:30,1310.0,1310.5,1309.0,1309.5,96128
2024-11-07 10:25:00+05:30,1308.8499755859375,1311.0,1307.949951171875,1310.0,152702
2024-11-07 10:30:00+05:30,1308.8499755859375,1309.300048828125,1307.550048828125,1308.8499755859375,91123
2024-11-07 10:35:00+05:30,1307.3499755859375,1309.8499755859375,1306.949951171875,1308.800048828125,207132
2024-11-07 10:40:00+05:30,1306.949951171875,1308.0,1306.0,1307.699951171875,135431
2024-11-07 10:45:00+05:30,1306.5999755859375,1308.6500244140625,1306.5,1306.5999755859375,108819
2024-11-07 10:50:00+05:30,1307.949951171875,1308.199951171875,1306.550048828125,1306.5999755859375,105798
2024-11-07 10:55:00+05:30,1309.050048828125,1309.4000244140625,1308.0,1308.199951171875,75463
2024-11-07 11:00:00+05:30,1308.699951171875,1309.699951171875,1307.949951171875,1309.050048828125,85199
2024-11-07 11:05:00+05:30,1307.0,1308.8499755859375,1306.5,1308.699951171875,89796
2024-11-07 11:10:00+05:30,1308.0,1308.0,1306.75,1306.800048828125,87458
2024-11-07 11:15:00+05:30,1306.1500244140625,1308.050048828125,1306.050048828125,1307.9000244140625,86426
2024-11-07 11:20:00+05:30,1304.75,1306.25,1303.6500244140625,1306.0999755859375,176953
2024-11-07 11:25:00+05:30,1304.3499755859375,1305.5999755859375,1303.0,1304.550048828125,77423
2024-11-07 11:30:00+05:30,1304.949951171875,1305.199951171875,1303.3499755859375,1304.3499755859375,56905
2024-11-07 11:35:00+05:30,1304.199951171875,1304.949951171875,1304.0999755859375,1304.949951171875,45833
2024-11-07 11:40:00+05:30,1304.5,1305.0,1304.050048828125,1304.550048828125,76238
2024-11-07 11:45:00+05:30,1303.8499755859375,1304.5999755859375,1303.4000244140625,1304.0999755859375,76129
2024-11-07 11:50:00+05:30,1303.75,1304.4000244140625,1303.300048828125,1304.25,56165
2024-11-07 11:55:00+05:30,1303.699951171875,1304.699951171875,1303.1500244140625,1303.699951171875,58063
2024-11-07 12:00:00+05:30,1303.5999755859375,1304.699951171875,1303.5,1303.699951171875,68612
2024-11-07 12:05:00+05:30,1305.800048828125,1305.8499755859375,1303.449951171875,1303.5999755859375,72599
2024-11-07 12:10:00+05:30,1305.5,1305.800048828125,1304.6500244140625,1305.800048828125,70228
2024-11-07 12:15:00+05:30,1305.050048828125,1305.550048828125,1304.6500244140625,1305.550048828125,57406
2024-11-07 12:20:00+05:30,1305.6500244140625,1306.300048828125,1305.0,1305.050048828125,56192
2024-11-07 12:25:00+05:30,1305.800048828125,1306.4000244140625,1305.300048828125,1305.5999755859375,75198
2024-11-07 12:30:00+05:30,1306.25,1307.4000244140625,1305.300048828125,1305.800048828125,113238
2024-11-07 12:35:00+05:30,1306.1500244140625,1306.6500244140625,1305.699951171875,1306.25,50447
2024-11-07 12:40:00+05:30,1306.5,1307.300048828125,1306.0,1306.0,68801
2024-11-07 12:45:00+05:30,1306.0999755859375,1306.550048828125,1305.449951171875,1306.5,56799
2024-11-07 12:50:00+05:30,1305.8499755859375,1306.5,1305.699951171875,1305.949951171875,61434
2024-11-07 12:55:00+05:30,1305.4000244140625,1306.449951171875,1305.0999755859375,1305.800048828125,60860
2024-11-07 13:00:00+05:30,1304.75,1305.9000244140625,1304.449951171875,1305.25,79676
2024-11-07 13:05:00+05:30,1305.0999755859375,1305.449951171875,1304.5,1304.8499755859375,80844
2024-11-07 13:10:00+05:30,1304.949951171875,1305.199951171875,1304.6500244140625,1305.199951171875,84344
2024-11-07 13:15:00+05:30,1304.6500244140625,1305.0,1304.0999755859375,1304.949951171875,80271
2024-11-07 13:20:00+05:30,1305.050048828125,1305.0999755859375,1304.199951171875,1304.6500244140625,94128
